"ICD","Flag","ICDString","Phecode","PhecodeString","PhecodeCategory"
"E10.3542","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.37X2","10","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3521","10","Drug/chem diab w prolif diab rtnop w trctn dtch macula,r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3493","10","Diabetes with severe nonp rtnop without macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3211","10","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3541","10","Drug/chem diab w prolif diab rtnop with comb detach, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3293","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3543","10","Diabetes with prolif diabetic rtnop with combined detach, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3411","10","Drug/chem diab with severe nonp rtnop with mclr edema, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.355","10","Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.359","10","Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3491","10","Drug/chem diab with severe nonp rtnop w/o mclr edema, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3413","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.37X3","10","Drug/chem diab with diab mclr edema, resolved fol trtmt, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.33","10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3539","10","Drug/chem diab w prolif diab rtnop w trctn dtch n-mcla, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3419","10","Drug/chem diab with severe nonp rtnop with mclr edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.355","10","Other specified diabetes mellitus with stable proliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.37","10","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3293","10","Diabetes with mild nonp rtnop without macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3492","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3212","10","Drug/chem diab with mild nonp rtnop with mclr edema, l eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.354","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.349","10","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3519","10","Drug/chem diab with prolif diab rtnop with mclr edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3553","10","Drug/chem diabetes with stable prolif diabetic rtnop, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3393","10","Diabetes with moderate nonp rtnop without macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3559","10","Drug/chem diabetes with stable prolif diabetic rtnop, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.37X9","10","Drug/chem diab with diab mclr edma, resolved fol trtmt, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3219","10","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3521","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3559","10","Type 1 diabetes with stable prolif diabetic rtnop, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3542","10","Drug/chem diab w prolif diab rtnop with comb detach, l eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3512","10","Drug/chem diab with prolif diab rtnop with mclr edema, l eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3411","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3533","10","Drug/chem diab w prolif diab rtnop w trctn dtch n-mcla, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3212","10","Diabetes with mild nonp rtnop with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3542","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3519","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3552","10","Drug/chem diab with stable prolif diabetic rtnop, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3559","10","Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3529","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3531","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3292","10","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.36","10","Drug or chemical induced diabetes mellitus with diabetic cataract","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.329","10","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.33","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3511","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3493","10","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3593","10","Drug/chem diab with prolif diab rtnop without mclr edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3293","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3511","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3319","10","Diabetes with moderate nonp rtnop with macular edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3413","10","Drug/chem diab with severe nonp rtnop with macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3523","10","Drug/chem diab w prolif diab rtnop w trctn dtch macula, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3592","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3311","10","Drug/chem diab with mod nonp rtnop with macular edema, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3419","10","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3392","10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.331","10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.353","10","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3542","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.39","10","Type 2 diabetes mellitus with other diabetic ophthalmic complication","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3519","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3599","10","Drug/chem diab with prolif diab rtnop w/o mclr edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3412","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3591","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3299","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.354","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.32","10","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3593","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3211","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3553","10","Type 2 diabetes with stable prolif diabetic rtnop, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.349","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3213","10","Type 2 diabetes with mild nonp rtnop with macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3393","10","Drug/chem diab with mod nonp rtnop without macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3543","10","Drug/chem diab with prolif diab rtnop with comb detach, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.37X3","10","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3212","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3532","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3591","10","Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3532","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3539","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3391","10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3211","10","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3393","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3513","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3552","10","Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3492","10","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3521","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3522","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.35","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3532","10","Drug/chem diab w prolif diab rtnop w trctn dtch n-mcla,l eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3493","10","Drug/chem diab with severe nonp rtnop without mclr edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3512","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3312","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3299","10","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.37","10","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.37X2","10","Drug/chem diab w diab mclr edma, resolved fol trtmt, l eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.33","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3522","10","Drug/chem diab w prolif diab rtnop w trctn dtch macula,l eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3419","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.34","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3539","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3512","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.352","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3312","10","Drug/chem diab with mod nonp rtnop with macular edema, l eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.355","10","Type 2 diabetes mellitus with stable proliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3513","10","Drug/chem diab with prolif diab rtnop with macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.31","10","Other specified diabetes mellitus with unspecified diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.341","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3319","10","Drug/chem diab with mod nonp rtnop with macular edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3312","10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.34","10","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3419","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3549","10","Diabetes with prolif diabetic rtnop with comb detach, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3319","10","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3219","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3","10","Diabetes mellitus due to underlying condition with ophthalmic complications","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3552","10","Type 1 diabetes with stable prolif diabetic rtnop, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3312","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3543","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3523","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3541","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3299","10","Drug/chem diab with mild nonp rtnop without mclr edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3599","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.6","10","Type 2 diabetes mellitus with other specified complications","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.64","10","Type 2 diabetes mellitus with hypoglycemia","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.649","10","Type 2 diabetes mellitus with hypoglycemia without coma","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.641","10","Type 2 diabetes mellitus with hypoglycemia with coma","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.630","10","Type 2 diabetes mellitus with periodontal disease","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.69","10","Type 2 diabetes mellitus with other specified complication","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.620","10","Type 2 diabetes mellitus with diabetic dermatitis","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.610","10","Type 2 diabetes mellitus with diabetic neuropathic arthropathy","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.65","10","Type 2 diabetes mellitus with hyperglycemia","250.2","Type 2 diabetes","endocrine/metabolic"
"O24.11","10","Pre-existing type 2 diabetes mellitus, in pregnancy","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.61","10","Type 2 diabetes mellitus with diabetic arthropathy","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.628","10","Type 2 diabetes mellitus with other skin complications","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.0","10","Type 2 diabetes mellitus with hyperosmolarity","250.2","Type 2 diabetes","endocrine/metabolic"
"E11","10","Type 2 diabetes mellitus","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.621","10","Type 2 diabetes mellitus with foot ulcer","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.8","10","Type 2 diabetes mellitus with unspecified complications","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.63","10","Type 2 diabetes mellitus with oral complications","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.9","10","Type 2 diabetes mellitus without complications","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.01","10","Type 2 diabetes mellitus with hyperosmolarity with coma","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.00","10","Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.62","10","Type 2 diabetes mellitus with skin complications","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.622","10","Type 2 diabetes mellitus with other skin ulcer","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.638","10","Type 2 diabetes mellitus with other oral complications","250.2","Type 2 diabetes","endocrine/metabolic"
"E11.618","10","Type 2 diabetes mellitus with other diabetic arthropathy","250.2","Type 2 diabetes","endocrine/metabolic"
